id,valor,categoria
10112,-0.1989,A
10113,1.363,C
10114,1.5133,C
10115,1.0152,C
10116,1.1185,C
10117,0.8586,C
10118,-0.278,B
10119,-0.0736,C
10120,-0.801,A
10121,0.3252,C
10122,0.0303,A
10123,-0.1598,A
10124,0.2105,A
10125,-0.4646,A
10126,0.9582,C
10127,-0.5391,C
10128,-2.0133,C
10129,-0.526,A
10130,-0.1435,B
10131,2.1716,C
10132,-0.9125,B
10133,0.5928,A
10134,0.2816,B
10135,-0.6825,B
10136,0.6758,C
10137,-1.6207,A
10138,-0.7483,B
10139,0.4791,C
10140,0.3324,C
10141,1.6594,B
10142,0.3438,B
10143,-1.4282,C
10144,1.1504,B
10145,1.3917,C
10146,2.1426,A
10147,0.5539,A
10148,-0.9519,B
10149,-1.0838,B
10150,-2.0793,C
10151,-0.5925,A
10152,0.711,C
10153,0.2933,B
10154,-0.1484,B
10155,-0.1148,B
10156,0.3585,A
10157,-1.1915,C
10158,0.3551,B
10159,0.014,B
10160,1.2933,A
10161,-0.5182,A
10162,0.5354,A
10163,-1.1469,C
10164,-0.0329,A
10165,1.8846,B
10166,0.4772,A
10167,0.6462,B
10168,-0.3943,C
10169,-0.0221,B
10170,0.0434,A
10171,-1.4052,C
10172,-0.6317,B
10173,0.4471,B
10174,0.3233,B
10175,-0.5096,C
10176,0.104,A
10177,0.4405,A
10178,-0.4303,C
10179,-0.0848,A
10180,-1.0026,A
10181,0.3987,C
10182,1.7895,B
10183,-0.2755,A
10184,-0.6182,A
10185,1.8567,C
10186,0.1413,B
10187,-1.6442,C
10188,-1.1835,A
10189,0.2527,A
10190,-0.041,A
10191,-0.0096,B
10192,1.6243,B
10193,-0.2097,C
10194,-0.3206,A
10195,-0.5385,A
10196,0.5133,B
10197,-1.4883,A
10198,0.4057,C
10199,0.0423,A
10200,0.1801,B
10201,1.1002,C
10202,0.062,C
10203,0.0603,A
10204,-1.6488,A
10205,-0.0745,A
10206,-0.1284,C
10207,1.1637,C
10208,0.8641,B
10209,0.0999,A
10210,-0.624,C
10211,-1.1106,B
10212,-1.0966,B
10213,-0.4224,C
10214,0.7417,C
10215,-0.3644,C
10216,0.1005,C
10217,-0.8719,A
10218,-0.1254,C
10219,0.3893,A
10220,0.4843,B
10221,0.7431,A
10222,0.1812,B
10223,-0.7275,A
10224,0.702,A
10225,0.7868,B
10226,-0.7242,C
10227,1.1222,C
10228,-0.0276,A
10229,-0.8398,C
10230,0.501,B
10231,1.057,B
10232,1.0467,C
10233,-0.6377,A
10234,0.5672,B
10235,0.1093,A
10236,0.3543,B
10237,-0.0283,A
10238,1.7105,A
10239,-0.8188,B
10240,1.0499,A
10241,-1.3326,C
10242,-0.7807,B
10243,-1.04,B
10244,-1.9355,B
10245,1.4948,B
10246,-0.7611,B
10247,-0.5509,A
10248,0.0318,A
10249,1.1271,B
10250,-0.7338,A
10251,-0.754,B
10252,-0.1365,A
10253,1.6383,A
10254,-1.3063,C
10255,-1.0718,A
10256,2.1819,A
10257,-0.0761,A
10258,-0.5865,B
10259,1.552,B
10260,2.9271,C
10261,-0.5168,A
10262,-1.254,A
10263,0.6486,A
10264,0.3191,A
10265,1.3144,A
10266,-0.9229,B
10267,-0.1222,B
10268,0.6915,B
10269,-2.275,C
10270,1.4485,B
10271,-1.9223,A
10272,-0.3211,B
10273,0.6971,B
10274,0.8541,C
10275,-0.3618,B
10276,-0.7032,B
10277,0.5553,A
10278,-0.7297,C
10279,0.5053,B
10280,-0.0794,B
10281,0.5744,A
10282,-0.3404,A
10283,-0.3424,B
10284,-0.2866,A
10285,0.7474,C
10286,-0.7757,A
10287,0.8274,C
10288,-1.0277,A
10289,-1.5084,A
10290,-1.2687,A
10291,-0.2313,A
10292,-0.184,C
10293,-0.1279,A
10294,-2.0911,C
10295,1.8783,A
10296,-1.3639,A
10297,-0.2562,A
10298,0.3652,A
10299,0.8734,B
10300,0.8729,A
10301,-1.1194,A
10302,0.5575,A
10303,-0.665,B
10304,0.4271,A
10305,0.4384,B
10306,1.6159,A
10307,0.6883,A
10308,-0.5501,C
10309,-0.2426,C
10310,-1.4638,C
10311,-1.0047,A
10312,-1.2927,B
10313,-0.4944,C
10314,0.626,A
10315,0.2018,C
10316,-0.1197,A
10317,0.7525,A
10318,0.6694,A
10319,-0.7485,B
10320,0.8511,C
10321,1.2865,B
10322,-1.0955,C
10323,0.2757,B
10324,-0.2855,B
10325,-0.4341,C
10326,-0.6023,B
10327,-1.846,A
10328,0.5498,B
10329,1.409,C
10330,-0.1357,C
10331,-1.6925,B
10332,-1.2283,B
10333,-0.4204,C
10334,-0.7063,B
10335,0.1044,C
10336,-0.5824,B
10337,3.1724,C
10338,-0.3115,A
10339,0.4861,A
10340,-0.0055,A
10341,-0.7156,C
10342,-0.9376,B
10343,0.3354,A
10344,1.6536,B
10345,-1.8692,B
10346,0.5968,B
10347,-0.8037,C
10348,-0.963,A
10349,-0.3583,B
10350,-0.4424,B
10351,-0.3584,C
10352,-0.867,C
10353,1.0595,C
10354,1.5322,C
10355,0.0488,C
10356,-1.4674,A
10357,1.2112,B
10358,0.5387,C
10359,1.8769,A
10360,0.4392,C
10361,-0.7549,A
10362,0.8234,A
10363,-1.7528,A
10364,1.2032,C
10365,1.0816,C
10366,0.6106,C
10367,-0.4599,B
10368,1.4071,C
10369,1.103,A
10370,-0.2138,C
10371,1.18,A
10372,-0.6723,A
10373,1.8529,B
10374,-0.2856,C
10375,-0.0511,A
10376,-0.3716,A
10377,0.8892,A
10378,-1.1959,C
10379,0.749,A
10380,-0.6028,B
10381,0.7121,A
10382,0.0115,B
10383,-1.0321,C
10384,-0.0819,C
10385,-0.6288,C
10386,0.7909,A
10387,0.044,B
10388,0.9167,A
10389,-0.0751,B
10390,0.798,B
10391,-1.4629,B
10392,0.5836,C
10393,0.5489,B
10394,-1.0962,B
10395,0.7536,C
10396,0.4866,B
10397,1.2946,B
10398,1.8624,C
10399,-0.512,A
10400,1.3704,B
10401,0.9509,A
10402,-0.5852,A
10403,-1.2257,B
10404,1.1454,B
10405,0.3257,A
10406,-0.6252,A
10407,-0.19,B
10408,-2.149,C
10409,0.5986,B
10410,0.3525,B
10411,1.0829,A
10412,-0.9653,C
10413,0.6328,B
10414,0.8124,A
10415,0.1466,C
10416,0.5148,A
10417,0.9629,C
10418,-0.7981,C
10419,0.2064,B
10420,0.3124,A
10421,0.3218,A
10422,1.2752,B
10423,-0.2162,C
10424,-0.6215,C
10425,-0.0677,B
10426,-0.8839,A
10427,-0.8177,C
10428,0.4596,B
10429,2.267,C
10430,0.234,A
10431,-0.4837,C
10432,0.1346,A
10433,0.7132,C
10434,-0.0548,A
10435,-0.449,C
10436,0.3556,C
10437,-0.6129,C
10438,-0.2386,C
10439,0.3583,C
10440,-0.2309,A
10441,-0.3124,B
10442,0.9392,B
10443,-0.3963,A
10444,0.4038,C
10445,-0.0234,C
10446,1.0685,B
10447,-0.751,C
10448,1.2837,A
10449,-0.1753,B
10450,1.0606,C
10451,-0.8559,A
10452,-0.5356,B
10453,0.1998,B
10454,0.7559,A
10455,-0.6223,A
10456,0.781,C
10457,1.1438,C
10458,-0.9199,A
10459,-1.3309,A
10460,1.7269,B
10461,0.068,C
10462,-0.3367,A
10463,-0.7377,A
10464,0.5689,C
10465,-0.3475,B
10466,0.7962,B
10467,-2.3153,C
10468,-1.8928,C
10469,0.5646,C
10470,0.0116,C
10471,1.2622,A
10472,-0.0046,C
10473,0.2367,C
10474,-0.242,C
10475,-0.7776,A
10476,1.6132,C
10477,0.4019,B
10478,-1.91,A
10479,-0.8276,C
10480,-1.5048,A
10481,0.1918,B
10482,0.5758,B
10483,-0.3727,A
10484,-0.656,A
10485,-0.3042,C
10486,1.1523,B
10487,1.008,C
10488,0.1454,B
10489,-0.4234,A
10490,-1.0943,A
10491,1.8676,B
10492,0.3229,B
10493,0.2343,A
10494,-0.6835,B
10495,-1.5891,B
10496,1.8997,C
10497,-0.7754,B
10498,0.9833,A
10499,-2.0198,C
10500,0.5155,A
10501,1.5978,C
10502,-0.271,C
10503,-0.8267,B
10504,1.1627,A
10505,-2.0003,B
10506,1.1064,A
10507,0.1428,C
10508,0.0843,A
10509,1.0714,B
10510,-2.1281,B
10511,-0.3336,B
10512,-0.9047,C
10513,0.8571,C
10514,1.5271,B
10515,0.9249,A
10516,-0.8919,A
10517,-1.8845,A
10518,-0.6035,A
10519,-1.0457,C
10520,1.8342,C
10521,1.2277,B
10522,-1.1628,C
10523,-1.0854,B
10524,-1.2593,C
10525,-0.0398,C
10526,1.5383,A
10527,-1.1251,C
10528,0.7904,B
10529,-0.4573,A
10530,-1.739,B
10531,-0.1139,C
10532,-1.8884,C
10533,-1.232,B
10534,0.3624,B
10535,1.4745,C
10536,0.3581,A
10537,0.9458,C
10538,0.226,B
10539,0.1824,C
10540,0.1865,A
10541,-0.1517,B
10542,-0.2162,A
10543,-0.6355,B
10544,-0.5076,B
10545,2.0004,C
10546,0.4735,C
10547,1.274,B
10548,1.0571,A
10549,-0.1148,A
10550,-0.1462,B
10551,0.6708,C
10552,-0.9599,B
10553,1.2508,B
10554,0.1007,A
10555,0.4895,A
10556,-1.7547,B
10557,1.7084,A
10558,0.1319,C
10559,0.0575,B
10560,-1.005,C
10561,0.1235,C
10562,-0.6067,A
10563,0.7671,B
10564,0.4406,B
10565,-0.8953,C
10566,-1.7869,C
10567,-0.6087,B
10568,1.133,A
10569,0.4358,B
10570,0.1339,A
10571,0.2814,B
10572,-0.3157,C
10573,0.7892,B
10574,1.2586,C
10575,-0.8009,C
10576,0.6473,B
10577,0.2985,B
10578,-0.0701,C
10579,-0.529,C
10580,-0.0218,B
10581,-0.6168,A
10582,-0.868,C
10583,-0.4752,A
10584,0.4081,A
10585,0.7542,C
10586,0.0125,C
10587,-2.031,A
10588,1.254,B
10589,-0.4559,C
10590,0.9627,A
10591,0.7643,A
10592,-1.0856,A
10593,-0.4705,C
10594,0.5657,A
10595,0.7109,B
10596,-0.9963,A
10597,-0.7401,C
10598,-0.095,B
10599,1.3248,C
10600,1.0241,B
10601,0.1298,A
10602,-1.3083,C
10603,-1.3355,A
10604,-0.0749,A
10605,0.1469,C
10606,1.7282,B
10607,-1.0527,B
10608,-0.4789,B
10609,0.9368,B
10610,-0.9952,A
10611,-0.5083,A
10612,-2.2363,B
10613,-0.161,C
10614,0.329,A
10615,1.8056,A
10616,0.4271,A
10617,-2.5203,B
10618,-0.4126,C
10619,-0.6726,B
10620,-0.1101,A
10621,1.4024,B
10622,-1.1325,C
10623,-0.5615,A
10624,0.1182,A
10625,1.3439,B
10626,-0.5508,B
10627,0.5604,B
10628,-0.8234,B
10629,-0.3448,C
10630,-0.4045,B
10631,-0.2104,B
10632,-0.3857,C
10633,-0.7981,B
10634,-1.1845,B
10635,0.98,B
10636,1.7207,B
10637,-0.1499,C
10638,-0.8678,B
10639,-0.3919,C
10640,-1.2061,C
10641,0.1175,B
10642,0.621,C
10643,2.7175,C
10644,-2.0972,B
10645,-0.2649,A
10646,-1.1685,A
10647,0.7303,A
10648,1.0046,C
10649,1.7883,C
10650,-0.6678,A
10651,1.1699,B
10652,-0.3075,B
10653,1.168,C
10654,-0.983,A
10655,-0.2405,A
10656,-0.9678,A
10657,0.9826,A
10658,0.6552,C
10659,0.3053,B
10660,0.1302,C
10661,-0.149,C
10662,-1.073,B
10663,0.4351,B
10664,0.3738,A
10665,0.2772,A
10666,1.2656,B
10667,1.1395,C
10668,0.0194,A
10669,0.8426,A
10670,-0.4628,C
10671,-0.0388,A
10672,-1.7384,C
10673,-0.1489,B
10674,-0.5433,B
10675,0.9628,C
10676,1.6346,A
10677,-0.8322,C
10678,1.6227,A
10679,1.5879,C
10680,-0.0959,B
10681,-1.0082,C
10682,1.6182,A
10683,-0.2495,C
10684,-1.712,A
10685,0.4872,B
10686,-1.3345,C
10687,-0.2537,C
10688,1.3716,A
10689,-0.2504,C
10690,-0.5356,C
10691,1.0713,A
10692,-0.055,A
10693,1.8547,A
10694,-1.621,B
10695,-0.3521,C
10696,-0.2972,B
10697,-0.6063,A
10698,0.6172,B
10699,-0.373,B
10700,0.8187,A
10701,-0.1908,B
10702,0.4381,A
10703,1.5035,B
10704,-1.1745,C
10705,0.4145,B
10706,-3.0099,C
10707,-0.5195,C
10708,0.4965,C
10709,2.1727,A
10710,0.3922,A
10711,-0.405,B
10712,-1.0945,A
10713,-0.9658,C
10714,1.3432,A
10715,-0.2637,A
10716,-0.5741,B
10717,1.203,A
10718,-1.3309,C
10719,1.2523,A
10720,0.6417,C
10721,2.2585,C
10722,0.4938,B
10723,-0.2241,B
10724,2.2351,B
10725,1.0755,C
10726,-0.8223,B
10727,1.3619,A
10728,0.9102,A
10729,-0.821,B
10730,0.9815,B
10731,0.283,A
10732,0.272,C
10733,1.6819,C
10734,-0.7442,C
10735,0.6031,B
10736,-1.0337,C
10737,-0.3389,A
10738,1.0214,C
10739,-0.9747,B
10740,-0.5217,C
10741,-1.4131,A
10742,-0.4936,B
10743,-0.1148,B
10744,0.7261,A
10745,-0.8315,B
10746,0.6056,A
10747,2.1779,A
10748,0.6234,A
10749,-0.4104,A
10750,-0.9489,A
10751,-0.0959,B
10752,-0.5004,A
10753,2.079,C
10754,0.9885,C
10755,0.2275,A
10756,0.0955,A
10757,-0.0755,A
10758,-1.756,B
10759,0.7331,B
10760,-0.9001,C
10761,1.0139,A
10762,-0.346,B
10763,-0.2142,A
10764,-2.2153,C
10765,-2.1473,A
10766,0.737,C
10767,-0.9912,C
10768,0.642,A
10769,-0.5888,B
10770,-1.6384,B
10771,0.3591,B
10772,-2.3072,B
10773,0.7738,C
10774,0.4435,B
10775,0.1592,A
10776,0.4946,A
10777,0.4233,A
10778,0.2449,C
10779,-2.4299,B
10780,-0.4585,B
10781,0.353,B
10782,-0.1118,A
10783,-0.4618,C
10784,-0.2648,B
10785,1.0973,C
10786,0.9947,C
10787,-0.9288,C
10788,1.1104,A
10789,0.0343,B
10790,-1.3145,B
10791,-0.3589,C
10792,-0.0815,B
10793,0.4926,B
10794,-1.4313,C
10795,0.6945,B
10796,0.9121,B
10797,-1.501,B
10798,-0.4335,A
10799,-0.0597,B
10800,1.8765,B
10801,-0.5366,B
10802,-0.53,B
10803,0.7613,A
10804,-1.4366,C
10805,1.059,C
10806,-1.4864,B
10807,0.9645,C
10808,-0.626,C
10809,-0.6278,B
10810,-1.4793,B
10811,-0.9437,B
10812,0.7976,C
10813,0.5128,A
10814,-0.3418,A
10815,0.2308,B
10816,0.6458,C
10817,0.2146,A
10818,-0.967,A
10819,-0.8106,C
10820,-2.3802,A
10821,1.2033,B
10822,0.0766,A
10823,0.1739,B
10824,-0.9538,B
10825,0.1311,C
10826,-0.6917,B
10827,0.4786,B
10828,-0.3094,C
10829,-2.1727,B
10830,-1.033,B
10831,-0.9262,A
10832,0.0836,B
10833,0.5603,B
10834,2.1365,B
10835,0.2577,C
10836,0.8132,B
10837,0.9073,B
10838,-0.5,C
10839,-0.9246,C
10840,0.6176,C
10841,-0.588,A
10842,0.3423,B
10843,-1.2228,B
10844,-1.2946,C
10845,-1.66,C
10846,0.2357,A
10847,-0.0532,A
10848,0.7615,A
10849,-0.5767,A
10850,0.0438,A
10851,-0.775,C
10852,-0.6816,B
10853,-2.5114,C
10854,0.1448,B
10855,0.8571,B
10856,-0.3074,B
10857,-0.2277,A
10858,-0.25,A
10859,0.7977,B
10860,0.4047,A
10861,1.6111,A
10862,-0.041,A
10863,-0.1927,B
10864,-1.3169,C
10865,1.1023,B
10866,0.589,B
10867,0.8268,B
10868,0.6335,B
10869,-1.6431,B
10870,-0.2939,B
10871,-0.1154,C
10872,-0.4365,A
10873,-0.6157,A
10874,0.5287,B
10875,1.5738,C
10876,-1.2787,A
10877,-0.1387,A
10878,1.0115,C
10879,-0.9476,A
10880,-0.9387,A
10881,1.1943,A
10882,0.1224,A
10883,-0.941,B
10884,-0.6217,B
10885,0.4787,A
10886,1.4484,A
10887,0.3799,A
10888,-0.5035,C
10889,0.4392,C
10890,-2.9265,B
10891,-1.3055,C
10892,-0.1576,A
10893,0.3249,C
10894,0.2578,A
10895,-0.6717,A
10896,0.9485,B
10897,-0.6548,B
10898,-0.051,A
10899,-0.8997,A
10900,0.2872,C
10901,-0.8229,A
10902,1.9459,C
10903,1.9365,B
10904,0.0679,A
10905,-1.728,A
10906,-0.4608,C
10907,-1.1035,C
10908,2.631,B
10909,0.5843,B
10910,1.5258,B
10911,-1.1254,C
10912,0.2999,C
10913,0.1109,A
10914,-0.7952,C
10915,0.777,C
10916,2.2517,B
10917,-0.461,B
10918,-0.2342,B
10919,-3.3705,A
10920,-0.9667,B
10921,-1.1001,C
10922,1.2644,C
10923,-1.3505,C
10924,-1.6696,A
10925,-0.6679,C
10926,2.359,A
10927,-0.2364,B
10928,-1.2652,B
10929,0.6473,C
10930,0.324,B
10931,-0.2397,B
10932,-1.2719,A
10933,-0.5222,A
10934,-1.3623,C
10935,-1.149,C
10936,-0.4265,C
10937,-0.5688,C
10938,-0.6676,A
10939,0.1143,B
10940,-1.0294,C
10941,-0.6213,A
10942,-1.0735,C
10943,0.2559,B
10944,-1.0284,C
10945,0.439,A
10946,-1.0489,B
10947,1.1681,C
10948,0.6213,A
10949,1.0749,C
10950,-0.3501,A
10951,0.0802,A
10952,-0.0535,C
10953,0.1317,B
10954,1.5686,A
10955,-0.9902,B
10956,0.0497,B
10957,-0.9709,C
10958,-1.8522,A
10959,0.9561,B
10960,-0.5194,A
10961,-0.7347,C
10962,0.3949,B
10963,-0.4694,A
10964,-0.3301,A
10965,0.3477,C
10966,0.4351,B
10967,0.6277,A
10968,0.2911,B
10969,0.5475,A
10970,-0.9952,B
10971,1.2542,C
10972,-0.9421,A
10973,-0.8329,B
10974,0.1306,A
10975,-0.1386,A
10976,-0.6094,C
10977,-0.6344,A
10978,-0.7312,A
10979,-0.0706,C
10980,0.2068,A
10981,1.2992,A
10982,-1.1562,C
10983,1.5474,C
10984,-0.2159,C
10985,-0.6743,B
10986,-0.3587,C
10987,-0.1305,B
10988,-0.7701,A
10989,-1.2257,C
10990,-0.0113,C
10991,-1.8676,A
10992,1.2533,B
10993,-0.7573,B
10994,0.0147,C
10995,0.8396,A
10996,0.224,B
10997,-2.2636,B
10998,-0.0693,B
10999,0.4689,C
11000,0.7494,B
11001,-0.8289,B
11002,1.0649,B
11003,1.006,C
11004,1.4552,C
11005,2.0824,A
11006,-0.5595,A
11007,0.06,A
11008,0.1528,B
11009,0.5525,A
11010,0.7638,B
11011,-1.3255,A
11012,-0.6036,B
11013,-0.4088,A
11014,-0.0463,A
11015,-1.7157,C
11016,-1.5951,B
11017,1.6028,A
11018,-1.0891,A
11019,0.0683,B
11020,-1.9316,A
11021,-0.7589,C
11022,-0.4931,A
11023,1.1577,A
11024,-1.2007,B
11025,-0.2302,B
11026,0.0449,A
11027,0.6336,C
11028,-0.4178,C
11029,-1.8964,B
11030,0.5187,B
11031,1.0082,C
11032,-0.7102,C
11033,-0.1763,C
11034,1.7225,C
11035,0.8849,B
11036,-0.3192,C
11037,-0.3059,B
11038,-1.0788,A
11039,1.6727,C
11040,0.4393,B
11041,0.7034,B
11042,0.6242,C
11043,-0.7143,A
11044,-0.0025,C
11045,1.8909,C
11046,1.9442,A
11047,1.315,A
11048,1.284,A
11049,-0.1889,A
11050,-1.6202,B
11051,-0.1604,B
11052,-0.441,A
11053,-0.2299,B
11054,-0.3829,B
11055,-1.8298,B
11056,0.6855,A
11057,-0.9941,A
11058,-1.3026,B
11059,-0.947,B
11060,0.2521,A
11061,0.5414,A
11062,-0.9361,B
11063,-1.1461,A
11064,1.5332,C
11065,1.0682,A
11066,0.367,C
11067,1.578,A
11068,0.4993,C
11069,-2.0179,B
11070,-0.3282,B
11071,0.7422,A
11072,0.0384,A
11073,0.0463,C
11074,0.567,C
11075,-0.064,B
11076,-0.5923,C
11077,-1.0878,A
11078,1.1687,B
11079,1.9195,A
11080,-2.0311,C
11081,0.3672,C
11082,-2.3671,C
11083,-0.5434,B
11084,-1.7045,A
11085,0.7913,A
11086,-0.4818,B
11087,-0.5956,B
11088,-0.9906,A
11089,0.7821,B
11090,0.5711,A
11091,-2.0484,C
11092,0.0271,C
11093,0.136,A
11094,0.9569,A
11095,-0.9498,B
11096,-0.9499,C
11097,1.6062,B
11098,-2.4101,C
11099,-0.6694,C
11100,0.4893,A
11101,-1.6016,A
11102,-0.7332,C
11103,0.6088,B
11104,0.6717,A
11105,-0.3097,C
11106,0.0761,B
11107,-0.5392,C
11108,1.3207,C
11109,1.7523,A
11110,-0.2469,B
11111,-0.0615,B
11112,-1.6685,B
11113,-0.1392,C
11114,1.1283,C
11115,1.4829,A
11116,0.7891,C
11117,-1.9877,A
11118,0.0555,C
11119,0.9713,B
11120,-1.3221,A
11121,0.4165,A
11122,0.6123,C
11123,-1.7603,C
11124,1.5426,C
11125,-0.9547,A
11126,-0.5464,B
11127,0.1615,C
11128,-1.0391,C
11129,1.1132,A
11130,-0.3586,A
11131,0.24,B
11132,-1.639,B
11133,0.6545,B
11134,-0.3553,B
11135,-0.6956,A
11136,-1.6109,C
11137,1.3519,C
11138,0.3078,C
11139,0.2461,A
11140,0.1297,C
11141,-0.0777,C
11142,-0.1851,A
11143,-0.5396,A
11144,0.1622,B
11145,2.03,C
11146,1.2254,B
11147,0.7076,C
11148,0.7285,B
11149,0.0538,B
11150,1.1296,B
11151,-0.1867,B
11152,0.5457,B
11153,-0.8681,B
11154,-0.7243,B
11155,-0.0408,B
11156,-0.595,C
11157,2.3322,B
11158,0.1521,C
11159,-1.46,A
11160,0.8449,B
11161,1.3315,C
11162,0.5035,B
11163,-0.652,B
11164,0.5033,C
11165,-1.2483,C
11166,-0.4758,A
11167,0.3128,A
11168,-0.4582,C
11169,-0.6954,A
11170,0.1762,C
11171,2.0013,A
11172,2.2228,C
11173,0.1639,A
11174,-0.4977,A
11175,0.253,A
11176,0.952,C
11177,0.297,B
11178,-0.0909,B
11179,-0.7499,B
11180,0.2432,A
11181,-0.196,A
11182,-0.3518,C
11183,0.1988,C
11184,0.4278,A
11185,0.6626,B
11186,0.4032,A
11187,0.15,A
11188,0.6531,A
11189,0.1576,B
11190,1.2441,A
11191,0.9758,B
11192,1.2313,B
11193,-0.0646,C
11194,0.0811,B
11195,-0.1443,C
11196,0.4802,C
11197,0.0027,B
11198,0.1692,A
11199,-0.5036,B
11200,-1.4735,C
11201,1.0888,A
11202,0.5996,C
11203,-0.5035,A
11204,3.1529,C
11205,-1.3172,C
11206,2.3011,C
11207,0.7209,B
11208,-0.0343,B
11209,1.1894,A
11210,1.3011,C
11211,-0.4727,C
11212,-1.0565,A
11213,-2.6918,B
11214,-0.5431,C
11215,0.1863,A
11216,-0.4045,A
11217,0.1716,B
11218,-0.0551,A
11219,0.7289,C
11220,0.2101,C
11221,0.1773,B
11222,-1.7001,A
11223,-2.3399,B
11224,-0.0914,B
11225,-0.7732,A
11226,1.5178,A
11227,0.5189,C
11228,0.2652,A
11229,0.574,B
11230,1.1492,B
11231,0.5344,A
11232,-0.2,B
11233,-0.0222,B
11234,0.1607,B
11235,1.1177,B
11236,1.6951,A
11237,-0.8681,A
11238,1.1512,B
11239,1.1148,A
11240,-0.1512,B
11241,-0.0844,A
11242,-0.8332,A
11243,-0.0793,A
11244,-1.342,B
11245,-2.0647,A
11246,0.0387,C
11247,-0.6954,C
11248,2.4326,B
11249,-0.7029,C
11250,-1.0053,C
11251,-1.2404,C
11252,0.5729,C
11253,0.5417,C
11254,0.1054,A
11255,0.3508,B
11256,-0.1107,A
11257,0.4107,C
11258,-0.6749,C
11259,2.0924,C
11260,-0.0087,B
11261,0.4286,A
11262,-1.2253,B
11263,-0.727,A
11264,0.1402,A
11265,1.5185,A
11266,-1.0613,B
11267,-1.0162,B
11268,-0.3712,C
11269,-0.2773,B
11270,-0.205,C
11271,0.5629,A
11272,-0.4,A
11273,1.134,B
11274,0.358,B
11275,-0.1434,A
11276,0.3965,A
11277,0.5064,A
11278,0.2134,B
11279,-1.1356,A
11280,2.1515,B
11281,0.3171,C
11282,0.4289,C
11283,1.1507,B
11284,-0.9797,C
11285,1.6531,C
11286,-0.4451,C
11287,0.574,B
11288,-0.8858,C
11289,0.3867,C
11290,-0.2416,B
11291,0.6123,B
11292,-0.3099,B
11293,0.3562,C
11294,-0.0075,A
11295,0.6317,A
11296,0.3032,A
11297,1.2628,A
11298,-0.0413,A
11299,0.4402,A
11300,-0.5304,A
11301,0.6206,B
11302,-1.6607,B
11303,-0.7026,A
11304,-0.5376,A
11305,0.4224,B
11306,-0.5533,A
11307,-0.8775,B
11308,0.438,C
11309,2.1746,B
11310,-0.0304,C
11311,0.1396,C
11312,-1.0253,A
11313,-0.6645,C
11314,-1.24,B
11315,-0.1437,B
11316,-0.2659,B
11317,-0.3077,C
11318,0.8164,B
11319,-0.5316,C
11320,1.778,C
11321,-1.4798,C
11322,0.7358,C
11323,-0.3864,B
11324,0.9748,A
11325,-0.2466,C
11326,2.654,B
11327,-0.526,C
11328,-0.7377,A
11329,0.0426,B
11330,0.7789,C
11331,2.0704,C
11332,0.3252,C
11333,0.5823,C
11334,1.5548,B
11335,-0.4309,A
11336,1.1183,A
11337,-0.6754,C
11338,0.5864,C
11339,-0.0479,C
11340,-0.7325,A
11341,-0.8584,B
11342,0.2701,B
11343,1.4016,C
11344,-1.8497,C
11345,-1.3145,C
11346,-0.4032,B
11347,-0.0984,C
11348,-0.7102,A
11349,0.8323,A
11350,-0.0407,B
11351,0.2352,C
11352,-0.6258,C
11353,0.5049,C
11354,0.7735,A
11355,-0.0256,C
11356,0.6403,C
11357,1.1179,A
11358,0.1723,A
11359,1.1207,A
11360,0.1324,C
11361,-0.8403,A
11362,0.4531,B
11363,-1.3035,B
11364,1.787,C
11365,1.1454,B
11366,0.8166,B
11367,-0.006,B
11368,-0.8791,C
11369,-0.2778,A
11370,2.4477,A
11371,0.0404,A
11372,1.19,C
11373,-1.3034,B
11374,0.7901,C
11375,1.0955,A
11376,-0.4297,B
11377,0.2857,C
11378,-1.5838,A
11379,1.2432,C
11380,1.2626,A
11381,-0.57,C
11382,-0.0305,B
11383,0.3302,C
11384,0.5206,A
11385,0.7838,B
11386,0.5986,A
11387,-0.3925,A
11388,0.2615,B
11389,1.5909,A
11390,-0.4224,A
11391,-1.0111,B
11392,-0.2398,A
11393,0.3337,A
11394,-0.4746,A
11395,-1.1385,B
11396,0.519,C
11397,0.0615,A
11398,-0.0911,C
11399,-0.3394,B
11400,-0.3401,A
11401,-1.206,A
11402,1.1279,A
11403,1.3314,C
11404,-0.5308,A
11405,1.3736,B
11406,0.4886,C
11407,0.7515,C
11408,-0.7811,C
11409,1.3141,A
11410,-0.7481,A
11411,1.9209,A
11412,1.7733,B
11413,0.2432,C
11414,0.1609,B
11415,-0.1831,C
11416,1.0805,C
11417,0.4997,B
11418,-1.1048,C
11419,-0.3429,A
11420,2.5551,B
11421,2.399,A
11422,0.732,A
11423,0.1483,C
11424,-0.7154,B
11425,1.2716,B
11426,-0.5149,A
11427,1.9683,A
11428,-0.5629,A
11429,0.9508,C
11430,0.6166,B
11431,-0.0686,C
11432,-0.0238,C
11433,-0.0092,B
11434,1.35,B
11435,-1.2274,B
11436,-0.529,C
11437,-0.0105,A
11438,-0.1168,C
11439,0.0538,B
11440,1.0022,A
11441,0.6561,A
11442,-0.6292,B
11443,-1.0276,B
11444,0.0518,C
11445,-0.0931,B
11446,-0.416,A
11447,-0.5555,B
11448,-1.2963,A
11449,-0.258,A
11450,0.0711,B
11451,0.4561,C
11452,1.7215,A
11453,-1.6465,B
11454,-0.1938,C
11455,0.3467,C
11456,-1.3813,C
11457,1.6266,A
